,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
5,ADELAIDE,ALICE SPRINGS,1989,135572,1305,170265,1717380,1316.0
44,ADELAIDE,BRISBANE,1989,45210,546,59860,885612,1622.0
85,ADELAIDE,CANBERRA,1989,23170,286,32472,277992,972.0
124,ADELAIDE,DARWIN,1989,12141,129,17764,337851,2619.0
147,ADELAIDE,GOLD COAST,1989,5172,72,7903,115704,1607.0
186,ADELAIDE,MELBOURNE,1989,646417,6903,839848,4438629,643.0
225,ADELAIDE,PERTH,1989,183725,1739,229763,3686680,2120.0
293,ADELAIDE,SYDNEY,1989,421340,4176,542365,4873392,1167.0
332,ALBURY,SYDNEY,1989,63944,1780,97846,804560,452.0
371,ALICE SPRINGS,DARWIN,1989,134078,1305,174334,1703025,1305.0
415,ALICE SPRINGS,SYDNEY,1989,77512,1054,116030,2131188,2022.0
505,BRISBANE,CAIRNS,1989,215151,2551,284803,3548441,1391.0
544,BRISBANE,CANBERRA,1989,1051,19,1927,18164,956.0
583,BRISBANE,DARWIN,1989,33984,369,45950,1052388,2852.0
701,BRISBANE,MACKAY,1989,29498,620,50856,494140,797.0
740,BRISBANE,MELBOURNE,1989,411719,4242,524163,5858202,1381.0
829,BRISBANE,PERTH,1989,168,2,218,7230,3615.0
868,BRISBANE,PROSERPINE,1989,30291,552,45591,494040,895.0
907,BRISBANE,ROCKHAMPTON,1989,178136,2982,247487,1544676,518.0
946,BRISBANE,SYDNEY,1989,1285682,12464,1805034,9385392,753.0
985,BRISBANE,TOWNSVILLE,1989,305690,3602,393960,4005424,1112.0
1024,BROOME,PERTH,1989,28841,490,36163,821730,1677.0
1074,CAIRNS,MELBOURNE,1989,11300,123,14515,284253,2311.0
1113,CAIRNS,SYDNEY,1989,69054,651,86610,1283121,1971.0
1184,CANBERRA,MELBOURNE,1989,302638,5415,507116,2545050,470.0
1223,CANBERRA,SYDNEY,1989,442244,8894,702672,2098984,236.0
1262,COFFS HARBOUR,SYDNEY,1989,70812,1832,100624,811576,443.0
1344,DARWIN,SYDNEY,1989,5547,56,7635,176680,3155.0
1383,DEVONPORT,MELBOURNE,1989,84631,2374,114277,978088,412.0
1414,DUBBO,SYDNEY,1989,58601,3637,115533,1127470,310.0
1465,GOLD COAST,SYDNEY,1989,517542,6702,676764,4557360,680.0
1538,HOBART,MELBOURNE,1989,324398,4089,436558,2527002,618.0
1606,KALGOORLIE,PERTH,1989,83592,2822,125321,1518236,538.0
1645,KARRATHA,PERTH,1989,98731,1753,128690,2191250,1250.0
1684,LAUNCESTON,MELBOURNE,1989,292681,5524,398018,2629424,476.0
1755,MELBOURNE,BURNIE,1989,58715,1997,87231,754866,378.0
1786,MELBOURNE,GOLD COAST,1989,169600,1609,218806,2139970,1330.0
1825,MELBOURNE,MILDURA,1989,48446,3785,96544,1729745,457.0
1863,MELBOURNE,NEWCASTLE,1989,17,1,50,836,836.0
1898,MELBOURNE,PERTH,1989,327197,2866,397306,7755396,2706.0
1937,MELBOURNE,SYDNEY,1989,2068446,17752,2745415,12532912,706.0
2033,PERTH,SYDNEY,1989,235913,1970,291001,6469480,3284.0
2092,SUNSHINE COAST,MELBOURNE,1989,12045,342,20508,497268,1454.0
2131,SUNSHINE COAST,SYDNEY,1989,36717,912,57848,763344,837.0
2178,SYDNEY,TOWNSVILLE,1989,43262,538,60032,909220,1690.0
2217,SYDNEY,WAGGA WAGGA,1989,49184,1722,74089,631974,367.0
