,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
15,ADELAIDE,ALICE SPRINGS,1999,153970,1462,187871,1923992,1316.0
54,ADELAIDE,BRISBANE,1999,203853,1927,244459,3125594,1622.0
95,ADELAIDE,CANBERRA,1999,99063,1641,167658,1595052,972.0
134,ADELAIDE,DARWIN,1999,152344,1589,197365,4161591,2619.0
196,ADELAIDE,MELBOURNE,1999,1327684,13726,1792390,8825818,643.0
235,ADELAIDE,PERTH,1999,400875,4253,543476,9016360,2120.0
264,ADELAIDE,PORT LINCOLN,1999,101120,5948,150049,1463208,246.0
303,ADELAIDE,SYDNEY,1999,1141959,12413,1564067,14485971,1167.0
342,ALBURY,SYDNEY,1999,115864,5055,175371,2284860,452.0
381,ALICE SPRINGS,DARWIN,1999,166761,2107,225784,2749635,1305.0
425,ALICE SPRINGS,SYDNEY,1999,154585,1465,187351,2962230,2022.0
476,BALLINA,SYDNEY,1999,102702,2605,142742,1594260,612.0
515,BRISBANE,CAIRNS,1999,950375,8487,1236014,11805417,1391.0
554,BRISBANE,CANBERRA,1999,204342,3595,290741,3436820,956.0
593,BRISBANE,DARWIN,1999,150483,1489,188109,4246628,2852.0
645,BRISBANE,HAMILTON ISLAND,1999,114868,1888,171399,1676544,888.0
671,BRISBANE,HOBART,1999,3633,76,4889,136116,1791.0
711,BRISBANE,MACKAY,1999,208694,3945,326265,3144165,797.0
750,BRISBANE,MELBOURNE,1999,1651260,16443,2106086,22707783,1381.0
800,BRISBANE,NEWCASTLE,1999,30465,3022,61918,1855508,614.0
839,BRISBANE,PERTH,1999,53712,494,68870,1785810,3615.0
878,BRISBANE,PROSERPINE,1999,82217,1769,122275,1583255,895.0
917,BRISBANE,ROCKHAMPTON,1999,234225,5324,384836,2757832,518.0
956,BRISBANE,SYDNEY,1999,3152654,24367,4180477,18348351,753.0
995,BRISBANE,TOWNSVILLE,1999,501136,5362,656885,5962544,1112.0
1034,BROOME,PERTH,1999,129545,2423,165815,4063371,1677.0
1084,CAIRNS,MELBOURNE,1999,56276,472,67991,1090792,2311.0
1123,CAIRNS,SYDNEY,1999,681523,4170,873702,8219070,1971.0
1152,CAIRNS,TOWNSVILLE,1999,122447,5965,206350,1694060,284.0
1194,CANBERRA,MELBOURNE,1999,728644,9903,1033054,4654410,470.0
1233,CANBERRA,SYDNEY,1999,858944,21969,1270017,5184684,236.0
1272,COFFS HARBOUR,SYDNEY,1999,159367,6024,253850,2668632,443.0
1301,DARWIN,MELBOURNE,1999,1098,6,1721,18786,3131.0
1354,DARWIN,SYDNEY,1999,116953,1211,145975,3820705,3155.0
1393,DEVONPORT,MELBOURNE,1999,129253,5286,186899,2177832,412.0
1424,DUBBO,SYDNEY,1999,122082,6391,219625,1981210,310.0
1475,GOLD COAST,SYDNEY,1999,1273198,10157,1576267,6906760,680.0
1548,HOBART,MELBOURNE,1999,767567,6576,900669,4063968,618.0
1577,HOBART,SYDNEY,1999,97031,1322,131836,1373558,1039.0
1616,KALGOORLIE,PERTH,1999,174352,3877,309782,2085826,538.0
1655,KARRATHA,PERTH,1999,154298,3286,264440,4107500,1250.0
1694,LAUNCESTON,MELBOURNE,1999,449924,5876,545238,2796976,476.0
1723,LAUNCESTON,SYDNEY,1999,70233,1161,88004,1061154,914.0
1765,MELBOURNE,BURNIE,1999,94307,4285,151181,1619730,378.0
1796,MELBOURNE,GOLD COAST,1999,573202,4197,728742,5582010,1330.0
1835,MELBOURNE,MILDURA,1999,103877,4596,160255,2100372,457.0
1869,MELBOURNE,NEWCASTLE,1999,19445,2537,46291,2120932,836.0
1908,MELBOURNE,PERTH,1999,905291,7393,1147345,20005458,2706.0
1947,MELBOURNE,SYDNEY,1999,5192891,35928,6874927,25365168,706.0
2004,PERTH,PORT HEDLAND,1999,78286,1814,127189,2379968,1312.0
2043,PERTH,SYDNEY,1999,982071,7284,1276637,23920656,3284.0
2102,SUNSHINE COAST,MELBOURNE,1999,37361,409,50324,594686,1454.0
2141,SUNSHINE COAST,SYDNEY,1999,173789,1800,217092,1506600,837.0
2188,SYDNEY,TOWNSVILLE,1999,1632,16,2132,27040,1690.0
2227,SYDNEY,WAGGA WAGGA,1999,113223,5149,177319,1889683,367.0
