,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
63,ADELAIDE,BRISBANE,2008,660299,5273,788230,8552806,1622.0
104,ADELAIDE,CANBERRA,2008,192638,1884,269301,1831248,972.0
163,ADELAIDE,GOLD COAST,2008,207350,1449,241766,2328543,1607.0
205,ADELAIDE,MELBOURNE,2008,2135802,17957,2822075,11546351,643.0
244,ADELAIDE,PERTH,2008,577590,4617,732104,9788040,2120.0
312,ADELAIDE,SYDNEY,2008,1589085,13041,2009363,15218847,1167.0
351,ALBURY,SYDNEY,2008,224163,6669,326975,3014388,452.0
395,ALICE SPRINGS,MELBOURNE,2008,91532,704,120078,1309440,1860.0
485,BALLINA,SYDNEY,2008,270232,3660,331484,2239920,612.0
524,BRISBANE,CAIRNS,2008,1196510,9160,1554032,12741560,1391.0
563,BRISBANE,CANBERRA,2008,609527,6710,882432,6414760,956.0
602,BRISBANE,DARWIN,2008,341564,2142,429766,6108984,2852.0
654,BRISBANE,HAMILTON ISLAND,2008,179104,1459,241012,1295592,888.0
678,BRISBANE,HOBART,2008,76593,588,92557,1053108,1791.0
720,BRISBANE,MACKAY,2008,727110,6892,924537,5492924,797.0
759,BRISBANE,MELBOURNE,2008,2688515,21175,3442069,29242675,1381.0
809,BRISBANE,NEWCASTLE,2008,529298,4488,675507,2755632,614.0
848,BRISBANE,PERTH,2008,683361,4063,842871,14687745,3615.0
887,BRISBANE,PROSERPINE,2008,216317,1454,252303,1301330,895.0
926,BRISBANE,ROCKHAMPTON,2008,569618,7892,742574,4088056,518.0
965,BRISBANE,SYDNEY,2008,4306312,32361,5581704,24367833,753.0
1004,BRISBANE,TOWNSVILLE,2008,968665,8314,1255785,9245168,1112.0
1043,BROOME,PERTH,2008,298156,3156,409516,5292612,1677.0
1093,CAIRNS,MELBOURNE,2008,482159,3246,596045,7501506,2311.0
1132,CAIRNS,SYDNEY,2008,940129,7028,1255923,13852188,1971.0
1161,CAIRNS,TOWNSVILLE,2008,144346,4524,214075,1284816,284.0
1203,CANBERRA,MELBOURNE,2008,1068522,12701,1598683,5969470,470.0
1242,CANBERRA,SYDNEY,2008,959547,19419,1680672,4582884,236.0
1281,COFFS HARBOUR,SYDNEY,2008,309026,4353,381237,1928379,443.0
1310,DARWIN,MELBOURNE,2008,246061,1936,307777,6061616,3131.0
1433,DUBBO,SYDNEY,2008,181083,6370,233835,1974700,310.0
1484,GOLD COAST,SYDNEY,2008,2164808,15910,2635176,10818800,680.0
1526,HERVEY BAY,SYDNEY,2008,159868,1146,197223,1115058,973.0
1557,HOBART,MELBOURNE,2008,1157834,9262,1512189,5723916,618.0
1586,HOBART,SYDNEY,2008,458657,3410,570310,3542990,1039.0
1625,KALGOORLIE,PERTH,2008,253677,2931,369639,1576878,538.0
1664,KARRATHA,PERTH,2008,116575,1360,187802,1700000,1250.0
1703,LAUNCESTON,MELBOURNE,2008,842937,8205,1083749,3905580,476.0
1732,LAUNCESTON,SYDNEY,2008,208773,1497,257403,1368258,914.0
1805,MELBOURNE,GOLD COAST,2008,1673331,11554,2045775,15366820,1330.0
1844,MELBOURNE,MILDURA,2008,159657,5379,216737,2458203,457.0
1878,MELBOURNE,NEWCASTLE,2008,416807,3204,529502,2678544,836.0
1917,MELBOURNE,PERTH,2008,1772190,10951,2198510,29633406,2706.0
1956,MELBOURNE,SYDNEY,2008,7006611,46825,8766813,33058450,706.0
1977,NEWCASTLE,GOLD COAST,2008,84611,604,104840,325556,539.0
1984,PERTH,NEWMAN,2008,45286,637,71426,649103,1019.0
2052,PERTH,SYDNEY,2008,1439201,7017,1691086,23043828,3284.0
2067,PORT MACQUARIE,SYDNEY,2008,151302,3529,209602,1132809,321.0
2111,SUNSHINE COAST,MELBOURNE,2008,452061,3214,560773,4673156,1454.0
2150,SUNSHINE COAST,SYDNEY,2008,477575,3393,587768,2839941,837.0
2197,SYDNEY,TOWNSVILLE,2008,170351,1254,209841,2119260,1690.0
2236,SYDNEY,WAGGA WAGGA,2008,181028,5697,232288,2090799,367.0
