,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
17,ADELAIDE,ALICE SPRINGS,2001,127648,1243,160168,1635788,1316.0
56,ADELAIDE,BRISBANE,2001,425320,3974,553682,6445828,1622.0
97,ADELAIDE,CANBERRA,2001,86072,1785,119933,1735020,972.0
136,ADELAIDE,DARWIN,2001,123304,1252,154351,3278988,2619.0
156,ADELAIDE,GOLD COAST,2001,79,1,116,1607,1607.0
198,ADELAIDE,MELBOURNE,2001,1435846,14476,1916556,9308068,643.0
237,ADELAIDE,PERTH,2001,379399,3907,506916,8282840,2120.0
266,ADELAIDE,PORT LINCOLN,2001,92827,5889,138729,1448694,246.0
305,ADELAIDE,SYDNEY,2001,1261412,12658,1779258,14771886,1167.0
344,ALBURY,SYDNEY,2001,112926,5747,202799,2597644,452.0
383,ALICE SPRINGS,DARWIN,2001,120580,1578,167502,2059290,1305.0
427,ALICE SPRINGS,SYDNEY,2001,136063,1278,164001,2584116,2022.0
478,BALLINA,SYDNEY,2001,86540,4192,150290,2565504,612.0
517,BRISBANE,CAIRNS,2001,973450,7633,1228438,10617503,1391.0
556,BRISBANE,CANBERRA,2001,302511,5870,420420,5611720,956.0
595,BRISBANE,DARWIN,2001,174804,1379,218989,3932908,2852.0
647,BRISBANE,HAMILTON ISLAND,2001,96651,1451,130321,1288488,888.0
713,BRISBANE,MACKAY,2001,218182,4824,309737,3844728,797.0
752,BRISBANE,MELBOURNE,2001,2296288,20945,2964326,28925045,1381.0
802,BRISBANE,NEWCASTLE,2001,53502,2855,92444,1752970,614.0
841,BRISBANE,PERTH,2001,80302,810,110835,2928150,3615.0
880,BRISBANE,PROSERPINE,2001,58506,998,72701,893210,895.0
919,BRISBANE,ROCKHAMPTON,2001,208964,5219,301311,2703442,518.0
958,BRISBANE,SYDNEY,2001,4188737,34710,5749304,26136630,753.0
997,BRISBANE,TOWNSVILLE,2001,587289,5492,737109,6107104,1112.0
1036,BROOME,PERTH,2001,131581,2417,168674,4053309,1677.0
1086,CAIRNS,MELBOURNE,2001,38842,344,44260,794984,2311.0
1125,CAIRNS,SYDNEY,2001,726264,4143,919925,8165853,1971.0
1154,CAIRNS,TOWNSVILLE,2001,106449,4924,183283,1398416,284.0
1196,CANBERRA,MELBOURNE,2001,744661,12103,959069,5688410,470.0
1235,CANBERRA,SYDNEY,2001,832614,26963,1264605,6363268,236.0
1274,COFFS HARBOUR,SYDNEY,2001,145749,6361,228938,2817923,443.0
1303,DARWIN,MELBOURNE,2001,3969,58,7550,181598,3131.0
1356,DARWIN,SYDNEY,2001,124589,1138,164702,3590390,3155.0
1395,DEVONPORT,MELBOURNE,2001,110494,4605,163410,1897260,412.0
1426,DUBBO,SYDNEY,2001,107779,5491,188870,1702210,310.0
1477,GOLD COAST,SYDNEY,2001,1212159,9354,1373736,6360720,680.0
1550,HOBART,MELBOURNE,2001,828274,12338,1085292,7624884,618.0
1579,HOBART,SYDNEY,2001,166590,2241,211935,2328399,1039.0
1618,KALGOORLIE,PERTH,2001,158176,3381,262595,1818978,538.0
1657,KARRATHA,PERTH,2001,146407,3008,235246,3760000,1250.0
1696,LAUNCESTON,MELBOURNE,2001,418428,8046,533472,3829896,476.0
1725,LAUNCESTON,SYDNEY,2001,79954,1463,104713,1337182,914.0
1767,MELBOURNE,BURNIE,2001,73273,3452,122354,1304856,378.0
1798,MELBOURNE,GOLD COAST,2001,553104,3788,637109,5038040,1330.0
1837,MELBOURNE,MILDURA,2001,94386,4479,153630,2046903,457.0
1871,MELBOURNE,NEWCASTLE,2001,44332,1674,71670,1399464,836.0
1910,MELBOURNE,PERTH,2001,954246,6985,1208486,18901410,2706.0
1949,MELBOURNE,SYDNEY,2001,5840690,42898,8063296,30285988,706.0
2006,PERTH,PORT HEDLAND,2001,68201,1344,95294,1763328,1312.0
2045,PERTH,SYDNEY,2001,967723,6828,1227666,22423152,3284.0
2104,SUNSHINE COAST,MELBOURNE,2001,26438,294,35689,427476,1454.0
2143,SUNSHINE COAST,SYDNEY,2001,131575,1446,159712,1210302,837.0
2190,SYDNEY,TOWNSVILLE,2001,15322,160,18695,270400,1690.0
2229,SYDNEY,WAGGA WAGGA,2001,106264,5205,183438,1910235,367.0
