,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
38,ADELAIDE,ALICE SPRINGS,2022,30996,402,40448,529032,1316.0
77,ADELAIDE,BRISBANE,2022,432588,3499,548486,5675378,1622.0
118,ADELAIDE,CANBERRA,2022,76706,951,105743,924372,972.0
177,ADELAIDE,GOLD COAST,2022,140304,970,166876,1558790,1607.0
180,ADELAIDE,HOBART,2022,49973,457,70016,535604,1172.0
219,ADELAIDE,MELBOURNE,2022,1228884,9811,1606286,6308473,643.0
258,ADELAIDE,PERTH,2022,262022,2045,326950,4335400,2120.0
287,ADELAIDE,PORT LINCOLN,2022,108930,4507,181108,1108722,246.0
326,ADELAIDE,SYDNEY,2022,867023,6771,1113872,7901757,1167.0
365,ALBURY,SYDNEY,2022,80938,2413,125689,1090676,452.0
457,ARMIDALE,SYDNEY,2022,34201,1298,60792,495836,382.0
499,BALLINA,SYDNEY,2022,322230,3610,475898,2209320,612.0
538,BRISBANE,CAIRNS,2022,714856,5774,877893,8031634,1391.0
577,BRISBANE,CANBERRA,2022,370531,3829,532436,3660524,956.0
616,BRISBANE,DARWIN,2022,223723,1853,281737,5284756,2852.0
627,BRISBANE,EMERALD,2022,92395,2095,142838,1368035,653.0
639,BRISBANE,GLADSTONE,2022,125747,2435,200878,1056790,434.0
668,BRISBANE,HAMILTON ISLAND,2022,112994,1098,190591,975024,888.0
692,BRISBANE,HOBART,2022,188322,1496,246085,2679336,1791.0
695,BRISBANE,LAUNCESTON,2022,109972,868,150394,1444352,1664.0
734,BRISBANE,MACKAY,2022,439807,4096,620816,3264512,797.0
773,BRISBANE,MELBOURNE,2022,1765492,13539,2226798,18697359,1381.0
794,BRISBANE,MOUNT ISA,2022,50272,703,72252,1105819,1573.0
823,BRISBANE,NEWCASTLE,2022,282718,3445,387452,2115230,614.0
862,BRISBANE,PERTH,2022,392694,2737,480975,9894255,3615.0
901,BRISBANE,PROSERPINE,2022,193753,1534,243420,1372930,895.0
940,BRISBANE,ROCKHAMPTON,2022,286609,3906,380313,2023308,518.0
979,BRISBANE,SYDNEY,2022,2230420,18060,2926498,13599180,753.0
1018,BRISBANE,TOWNSVILLE,2022,527937,4655,699325,5176360,1112.0
1057,BROOME,PERTH,2022,239979,2193,345710,3677661,1677.0
1069,CAIRNS,GOLD COAST,2022,80770,547,100584,811748,1484.0
1107,CAIRNS,MELBOURNE,2022,530758,3318,634786,7667898,2311.0
1146,CAIRNS,SYDNEY,2022,502323,3305,627194,6514155,1971.0
1178,CANBERRA,GOLD COAST,2022,85920,727,110881,648484,892.0
1217,CANBERRA,MELBOURNE,2022,517235,5639,772427,2650330,470.0
1256,CANBERRA,SYDNEY,2022,334139,9133,562893,2155388,236.0
1295,COFFS HARBOUR,SYDNEY,2022,133531,3484,200686,1543412,443.0
1324,DARWIN,MELBOURNE,2022,162638,1036,189935,3243716,3131.0
1338,DARWIN,PERTH,2022,80658,585,102004,1550835,2651.0
1377,DARWIN,SYDNEY,2022,115121,643,132905,2028665,3155.0
1447,DUBBO,SYDNEY,2022,86607,3094,146407,959140,310.0
1498,GOLD COAST,SYDNEY,2022,1462656,10758,1863094,7315440,680.0
1522,HAMILTON ISLAND,SYDNEY,2022,143396,1252,221061,1910552,1526.0
1571,HOBART,MELBOURNE,2022,679844,5468,883443,3379224,618.0
1600,HOBART,SYDNEY,2022,404462,3371,557527,3502469,1039.0
1639,KALGOORLIE,PERTH,2022,193881,2189,315595,1177682,538.0
1678,KARRATHA,PERTH,2022,314492,3076,490056,3845000,1250.0
1717,LAUNCESTON,MELBOURNE,2022,421000,4782,562971,2276232,476.0
1746,LAUNCESTON,SYDNEY,2022,174309,1380,230974,1261320,914.0
1749,MELBOURNE,BALLINA,2022,66539,638,113928,812812,1274.0
1819,MELBOURNE,GOLD COAST,2022,1498427,9853,1800819,13104490,1330.0
1858,MELBOURNE,MILDURA,2022,73640,2436,103221,1113252,457.0
1892,MELBOURNE,NEWCASTLE,2022,246871,1986,318468,1660296,836.0
1931,MELBOURNE,PERTH,2022,725773,5109,870996,13824954,2706.0
1970,MELBOURNE,SYDNEY,2022,4117915,30494,5192239,21528764,706.0
1998,PERTH,NEWMAN,2022,220805,2629,416728,2678951,1019.0
2027,PERTH,PORT HEDLAND,2022,289406,2777,424763,3643424,1312.0
2066,PERTH,SYDNEY,2022,605380,3769,728489,12377396,3284.0
2081,PORT MACQUARIE,SYDNEY,2022,62549,2081,104796,668001,321.0
2125,SUNSHINE COAST,MELBOURNE,2022,480025,3572,620806,5193688,1454.0
2164,SUNSHINE COAST,SYDNEY,2022,423643,3380,612347,2829060,837.0
2250,SYDNEY,WAGGA WAGGA,2022,61549,1873,95627,687391,367.0
