,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
3,ADELAIDE,ALICE SPRINGS,1987,178809,1533,217725,2017428,1316.0
42,ADELAIDE,BRISBANE,1987,61735,745,85384,1208390,1622.0
83,ADELAIDE,CANBERRA,1987,24394,305,35422,296460,972.0
122,ADELAIDE,DARWIN,1987,9052,104,13643,272376,2619.0
145,ADELAIDE,GOLD COAST,1987,15002,188,20619,302116,1607.0
184,ADELAIDE,MELBOURNE,1987,761700,8175,1032130,5256525,643.0
223,ADELAIDE,PERTH,1987,238933,2133,300925,4521960,2120.0
291,ADELAIDE,SYDNEY,1987,463386,4709,605772,5495403,1167.0
330,ALBURY,SYDNEY,1987,147153,3377,198023,1526404,452.0
369,ALICE SPRINGS,DARWIN,1987,164619,1860,259629,2427300,1305.0
413,ALICE SPRINGS,SYDNEY,1987,89271,1079,127641,2181738,2022.0
503,BRISBANE,CAIRNS,1987,123302,1733,162403,2410603,1391.0
542,BRISBANE,CANBERRA,1987,2882,45,4886,43020,956.0
581,BRISBANE,DARWIN,1987,23779,264,32808,752928,2852.0
699,BRISBANE,MACKAY,1987,18561,273,28245,217581,797.0
738,BRISBANE,MELBOURNE,1987,437672,4594,555477,6344314,1381.0
827,BRISBANE,PERTH,1987,4104,46,6238,166290,3615.0
866,BRISBANE,PROSERPINE,1987,42533,758,77289,678410,895.0
905,BRISBANE,ROCKHAMPTON,1987,271789,3750,380831,1942500,518.0
944,BRISBANE,SYDNEY,1987,1405985,12765,1884587,9612045,753.0
983,BRISBANE,TOWNSVILLE,1987,446913,4776,538824,5310912,1112.0
1022,BROOME,PERTH,1987,9055,154,10614,258258,1677.0
1072,CAIRNS,MELBOURNE,1987,11771,135,16027,311985,2311.0
1111,CAIRNS,SYDNEY,1987,48709,519,61141,1022949,1971.0
1182,CANBERRA,MELBOURNE,1987,420002,6853,668279,3220910,470.0
1221,CANBERRA,SYDNEY,1987,622092,11259,968795,2657124,236.0
1260,COFFS HARBOUR,SYDNEY,1987,81292,2100,110572,930300,443.0
1342,DARWIN,SYDNEY,1987,10472,128,15250,403840,3155.0
1381,DEVONPORT,MELBOURNE,1987,147030,4312,195768,1776544,412.0
1412,DUBBO,SYDNEY,1987,62002,1699,87183,526690,310.0
1463,GOLD COAST,SYDNEY,1987,627803,7347,806782,4995960,680.0
1536,HOBART,MELBOURNE,1987,285098,3784,403480,2338512,618.0
1604,KALGOORLIE,PERTH,1987,102165,2924,130731,1573112,538.0
1643,KARRATHA,PERTH,1987,142029,2761,187853,3451250,1250.0
1682,LAUNCESTON,MELBOURNE,1987,385130,6985,562781,3324860,476.0
1753,MELBOURNE,BURNIE,1987,64848,2355,100838,890190,378.0
1784,MELBOURNE,GOLD COAST,1987,274106,2329,333487,3097570,1330.0
1823,MELBOURNE,MILDURA,1987,50313,3695,96024,1688615,457.0
1862,MELBOURNE,NEWCASTLE,1987,71,2,92,1672,836.0
1896,MELBOURNE,PERTH,1987,392396,3625,482842,9809250,2706.0
1935,MELBOURNE,SYDNEY,1987,2249976,20141,3096490,14219546,706.0
2031,PERTH,SYDNEY,1987,275529,2166,339582,7113144,3284.0
2090,SUNSHINE COAST,MELBOURNE,1987,17982,381,25524,553974,1454.0
2129,SUNSHINE COAST,SYDNEY,1987,61096,1381,85280,1155897,837.0
2176,SYDNEY,TOWNSVILLE,1987,85048,907,100988,1532830,1690.0
2215,SYDNEY,WAGGA WAGGA,1987,65321,1892,98679,694364,367.0
