,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
68,ADELAIDE,BRISBANE,2013,747489,5905,950848,9577910,1622.0
109,ADELAIDE,CANBERRA,2013,182184,2213,274586,2151036,972.0
168,ADELAIDE,GOLD COAST,2013,205073,1582,259878,2542274,1607.0
210,ADELAIDE,MELBOURNE,2013,2195119,18598,2824904,11958514,643.0
249,ADELAIDE,PERTH,2013,624296,5384,777514,11414080,2120.0
278,ADELAIDE,PORT LINCOLN,2013,189634,7007,326510,1723722,246.0
317,ADELAIDE,SYDNEY,2013,1751942,13121,2188811,15312207,1167.0
356,ALBURY,SYDNEY,2013,234609,6596,333174,2981392,452.0
400,ALICE SPRINGS,MELBOURNE,2013,98359,831,131951,1545660,1860.0
439,ALICE SPRINGS,SYDNEY,2013,91358,700,115500,1415400,2022.0
461,AYERS ROCK,SYDNEY,2013,131857,1277,172704,2785137,2181.0
490,BALLINA,SYDNEY,2013,315800,2874,418063,1758888,612.0
529,BRISBANE,CAIRNS,2013,1199581,9925,1545120,13805675,1391.0
568,BRISBANE,CANBERRA,2013,582988,6238,832627,5963528,956.0
607,BRISBANE,DARWIN,2013,375871,2272,454816,6479744,2852.0
618,BRISBANE,EMERALD,2013,283433,6572,505757,4291516,653.0
630,BRISBANE,GLADSTONE,2013,465103,8785,746999,3812690,434.0
659,BRISBANE,HAMILTON ISLAND,2013,154478,1149,201880,1020312,888.0
683,BRISBANE,HOBART,2013,45096,317,55380,567747,1791.0
725,BRISBANE,MACKAY,2013,863521,9227,1281325,7353919,797.0
764,BRISBANE,MELBOURNE,2013,3198839,24672,4101546,34072032,1381.0
774,BRISBANE,MORANBAH,2013,125945,3607,254027,2813460,780.0
785,BRISBANE,MOUNT ISA,2013,169282,1962,279107,3086226,1573.0
814,BRISBANE,NEWCASTLE,2013,583684,6199,768810,3806186,614.0
853,BRISBANE,PERTH,2013,1017697,5655,1270638,20442825,3615.0
892,BRISBANE,PROSERPINE,2013,234402,1911,309529,1710345,895.0
931,BRISBANE,ROCKHAMPTON,2013,636126,10216,917840,5291888,518.0
970,BRISBANE,SYDNEY,2013,4425077,32352,5595839,24361056,753.0
1009,BRISBANE,TOWNSVILLE,2013,957494,8696,1330142,9669952,1112.0
1048,BROOME,PERTH,2013,319089,3528,442998,5916456,1677.0
1058,BUNDABERG,BRISBANE,2013,109624,2400,146997,688800,287.0
1098,CAIRNS,MELBOURNE,2013,677649,4595,852952,10619045,2311.0
1137,CAIRNS,SYDNEY,2013,978557,6786,1225433,13375206,1971.0
1166,CAIRNS,TOWNSVILLE,2013,163408,5216,302428,1481344,284.0
1208,CANBERRA,MELBOURNE,2013,994496,10918,1486337,5131460,470.0
1247,CANBERRA,SYDNEY,2013,1027627,19309,1669684,4556924,236.0
1286,COFFS HARBOUR,SYDNEY,2013,367994,5442,499893,2410806,443.0
1315,DARWIN,MELBOURNE,2013,276783,2020,346691,6324620,3131.0
1329,DARWIN,PERTH,2013,170612,1404,223930,3722004,2651.0
1368,DARWIN,SYDNEY,2013,356968,2672,464207,8430160,3155.0
1438,DUBBO,SYDNEY,2013,182422,6380,291175,1977800,310.0
1450,GERALDTON,PERTH,2013,130376,3597,222180,1330890,370.0
1489,GOLD COAST,SYDNEY,2013,2559125,18384,3181182,12501120,680.0
1499,HAMILTON ISLAND,MELBOURNE,2013,52822,404,71636,793860,1965.0
1513,HAMILTON ISLAND,SYDNEY,2013,200923,1395,246609,2128770,1526.0
1562,HOBART,MELBOURNE,2013,1388839,10800,1783507,6674400,618.0
1591,HOBART,SYDNEY,2013,517155,4037,650602,4194443,1039.0
1630,KALGOORLIE,PERTH,2013,217111,3450,458905,1856100,538.0
1669,KARRATHA,PERTH,2013,721905,8203,1226252,10253750,1250.0
1708,LAUNCESTON,MELBOURNE,2013,872789,9264,1168871,4409664,476.0
1737,LAUNCESTON,SYDNEY,2013,272620,2177,374090,1989778,914.0
1810,MELBOURNE,GOLD COAST,2013,1675201,10551,1948178,14032830,1330.0
1849,MELBOURNE,MILDURA,2013,198955,4757,288793,2173949,457.0
1883,MELBOURNE,NEWCASTLE,2013,437500,3218,565288,2690248,836.0
1922,MELBOURNE,PERTH,2013,2209725,12642,2871017,34209252,2706.0
1961,MELBOURNE,SYDNEY,2013,8244005,54673,10054884,38599138,706.0
1989,PERTH,NEWMAN,2013,449164,4946,754112,5039974,1019.0
2018,PERTH,PORT HEDLAND,2013,454136,5308,776990,6964096,1312.0
2057,PERTH,SYDNEY,2013,1800409,8638,2193286,28367192,3284.0
2072,PORT MACQUARIE,SYDNEY,2013,191462,4586,267183,1472106,321.0
2116,SUNSHINE COAST,MELBOURNE,2013,392202,2681,477906,3898174,1454.0
2155,SUNSHINE COAST,SYDNEY,2013,464648,3198,568840,2676726,837.0
2202,SYDNEY,TOWNSVILLE,2013,182914,1397,227861,2360930,1690.0
2241,SYDNEY,WAGGA WAGGA,2013,182409,5570,278646,2044190,367.0
