,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
23,ADELAIDE,ALICE SPRINGS,2007,0,0,0,0,
62,ADELAIDE,BRISBANE,2007,658232,5032,818877,8161904,1622.0
103,ADELAIDE,CANBERRA,2007,205065,1866,279152,1813752,972.0
162,ADELAIDE,GOLD COAST,2007,184954,1358,223118,2182306,1607.0
204,ADELAIDE,MELBOURNE,2007,1877055,15591,2431061,10025013,643.0
243,ADELAIDE,PERTH,2007,563004,4301,710730,9118120,2120.0
272,ADELAIDE,PORT LINCOLN,2007,0,0,0,0,
311,ADELAIDE,SYDNEY,2007,1531359,12398,1968561,14468466,1167.0
350,ALBURY,SYDNEY,2007,162185,5477,225211,2475604,452.0
433,ALICE SPRINGS,SYDNEY,2007,0,0,0,0,
484,BALLINA,SYDNEY,2007,275418,4004,343461,2450448,612.0
523,BRISBANE,CAIRNS,2007,1193099,8914,1498968,12399374,1391.0
562,BRISBANE,CANBERRA,2007,617721,5911,826517,5650916,956.0
601,BRISBANE,DARWIN,2007,331532,2087,415467,5952124,2852.0
653,BRISBANE,HAMILTON ISLAND,2007,171414,1453,240191,1290264,888.0
677,BRISBANE,HOBART,2007,143940,1143,173807,2047113,1791.0
719,BRISBANE,MACKAY,2007,648880,6138,830721,4891986,797.0
758,BRISBANE,MELBOURNE,2007,2699776,20239,3205722,27950059,1381.0
808,BRISBANE,NEWCASTLE,2007,491121,4551,617760,2794314,614.0
847,BRISBANE,PERTH,2007,602896,3418,691741,12356070,3615.0
886,BRISBANE,PROSERPINE,2007,212168,1451,254712,1298645,895.0
925,BRISBANE,ROCKHAMPTON,2007,576340,8156,765490,4224808,518.0
964,BRISBANE,SYDNEY,2007,4079426,29930,5170250,22537290,753.0
1003,BRISBANE,TOWNSVILLE,2007,874039,6900,1037331,7672800,1112.0
1042,BROOME,PERTH,2007,281297,2751,369262,4613427,1677.0
1092,CAIRNS,MELBOURNE,2007,447356,3048,554329,7043928,2311.0
1131,CAIRNS,SYDNEY,2007,930116,6363,1148943,12541473,1971.0
1160,CAIRNS,TOWNSVILLE,2007,142527,5374,206146,1526216,284.0
1202,CANBERRA,MELBOURNE,2007,961758,11270,1299297,5296900,470.0
1241,CANBERRA,SYDNEY,2007,837771,15575,1173627,3675700,236.0
1280,COFFS HARBOUR,SYDNEY,2007,307452,4931,394497,2184433,443.0
1309,DARWIN,MELBOURNE,2007,141680,1359,172421,4255029,3131.0
1362,DARWIN,SYDNEY,2007,0,0,0,0,
1401,DEVONPORT,MELBOURNE,2007,0,0,0,0,
1432,DUBBO,SYDNEY,2007,186461,7470,255193,2315700,310.0
1483,GOLD COAST,SYDNEY,2007,2138962,15673,2603159,10657640,680.0
1525,HERVEY BAY,SYDNEY,2007,151190,1144,182807,1113112,973.0
1556,HOBART,MELBOURNE,2007,1007196,7760,1246127,4795680,618.0
1585,HOBART,SYDNEY,2007,432070,3331,552440,3460909,1039.0
1624,KALGOORLIE,PERTH,2007,226969,2716,312213,1461208,538.0
1663,KARRATHA,PERTH,2007,0,0,0,0,
1702,LAUNCESTON,MELBOURNE,2007,759033,7534,949812,3586184,476.0
1731,LAUNCESTON,SYDNEY,2007,208207,1540,270843,1407560,914.0
1773,MELBOURNE,BURNIE,2007,0,0,0,0,
1804,MELBOURNE,GOLD COAST,2007,1325322,8871,1530480,11798430,1330.0
1843,MELBOURNE,MILDURA,2007,155594,5842,214455,2669794,457.0
1877,MELBOURNE,NEWCASTLE,2007,353594,3991,435616,3336476,836.0
1916,MELBOURNE,PERTH,2007,1606256,9532,1988227,25793592,2706.0
1955,MELBOURNE,SYDNEY,2007,6794997,44232,8335046,31227792,706.0
2012,PERTH,PORT HEDLAND,2007,12069,168,19242,220416,1312.0
2051,PERTH,SYDNEY,2007,1364321,6088,1609996,19992992,3284.0
2110,SUNSHINE COAST,MELBOURNE,2007,400311,2810,469995,4085740,1454.0
2149,SUNSHINE COAST,SYDNEY,2007,437388,2986,516433,2499282,837.0
2196,SYDNEY,TOWNSVILLE,2007,160769,1250,204786,2112500,1690.0
2235,SYDNEY,WAGGA WAGGA,2007,178806,6277,250315,2303659,367.0
