,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
18,ADELAIDE,ALICE SPRINGS,2002,83393,729,96807,959364,1316.0
57,ADELAIDE,BRISBANE,2002,412000,3645,501367,5912190,1622.0
98,ADELAIDE,CANBERRA,2002,100344,1080,133012,1049760,972.0
157,ADELAIDE,GOLD COAST,2002,59394,682,86061,1095974,1607.0
199,ADELAIDE,MELBOURNE,2002,1404160,13173,1827688,8470239,643.0
238,ADELAIDE,PERTH,2002,390673,3753,504494,7956360,2120.0
267,ADELAIDE,PORT LINCOLN,2002,91017,5928,144636,1458288,246.0
306,ADELAIDE,SYDNEY,2002,1175056,11223,1616214,13097241,1167.0
345,ALBURY,SYDNEY,2002,105111,4414,186705,1995128,452.0
428,ALICE SPRINGS,SYDNEY,2002,107058,919,126456,1858218,2022.0
479,BALLINA,SYDNEY,2002,77236,3289,120200,2012868,612.0
518,BRISBANE,CAIRNS,2002,1005662,7765,1301861,10801115,1391.0
557,BRISBANE,CANBERRA,2002,331537,4712,415069,4504672,956.0
596,BRISBANE,DARWIN,2002,217071,1818,313499,5184936,2852.0
648,BRISBANE,HAMILTON ISLAND,2002,85346,858,106024,761904,888.0
714,BRISBANE,MACKAY,2002,278166,4492,363612,3580124,797.0
753,BRISBANE,MELBOURNE,2002,2189546,17678,2718620,24413318,1381.0
803,BRISBANE,NEWCASTLE,2002,44410,1914,64523,1175196,614.0
842,BRISBANE,PERTH,2002,167953,1307,193482,4724805,3615.0
881,BRISBANE,PROSERPINE,2002,54308,1057,72365,946015,895.0
920,BRISBANE,ROCKHAMPTON,2002,193554,4036,295679,2090648,518.0
959,BRISBANE,SYDNEY,2002,3500496,26510,4465868,19962030,753.0
998,BRISBANE,TOWNSVILLE,2002,533123,4888,693926,5435456,1112.0
1037,BROOME,PERTH,2002,129538,1804,163414,3025308,1677.0
1087,CAIRNS,MELBOURNE,2002,110038,924,133002,2135364,2311.0
1126,CAIRNS,SYDNEY,2002,790939,3995,991113,7874145,1971.0
1155,CAIRNS,TOWNSVILLE,2002,94258,3573,147899,1014732,284.0
1197,CANBERRA,MELBOURNE,2002,733930,11597,1025405,5450590,470.0
1236,CANBERRA,SYDNEY,2002,718815,18952,1082273,4472672,236.0
1275,COFFS HARBOUR,SYDNEY,2002,163445,5994,277356,2655342,443.0
1304,DARWIN,MELBOURNE,2002,33876,338,45222,1058278,3131.0
1357,DARWIN,SYDNEY,2002,120215,815,160092,2571325,3155.0
1396,DEVONPORT,MELBOURNE,2002,102380,4516,160487,1860592,412.0
1427,DUBBO,SYDNEY,2002,105931,5578,192952,1729180,310.0
1478,GOLD COAST,SYDNEY,2002,1170904,9742,1375470,6624560,680.0
1551,HOBART,MELBOURNE,2002,745217,8444,991132,5218392,618.0
1580,HOBART,SYDNEY,2002,194666,2153,247927,2236967,1039.0
1619,KALGOORLIE,PERTH,2002,143744,2856,236662,1536528,538.0
1658,KARRATHA,PERTH,2002,145540,2246,215545,2807500,1250.0
1697,LAUNCESTON,MELBOURNE,2002,486353,5134,635423,2443784,476.0
1726,LAUNCESTON,SYDNEY,2002,76599,868,101641,793352,914.0
1768,MELBOURNE,BURNIE,2002,75303,4065,143751,1536570,378.0
1799,MELBOURNE,GOLD COAST,2002,633797,4937,748739,6566210,1330.0
1838,MELBOURNE,MILDURA,2002,90905,4634,148249,2117738,457.0
1872,MELBOURNE,NEWCASTLE,2002,42267,1562,56327,1305832,836.0
1911,MELBOURNE,PERTH,2002,977081,6827,1219067,18473862,2706.0
1950,MELBOURNE,SYDNEY,2002,5315242,32744,6731336,23117264,706.0
2007,PERTH,PORT HEDLAND,2002,66420,1299,91996,1704288,1312.0
2046,PERTH,SYDNEY,2002,931799,5476,1181495,17983184,3284.0
2105,SUNSHINE COAST,MELBOURNE,2002,46737,513,56406,745902,1454.0
2144,SUNSHINE COAST,SYDNEY,2002,169425,1648,196095,1379376,837.0
2191,SYDNEY,TOWNSVILLE,2002,67185,748,84966,1264120,1690.0
2230,SYDNEY,WAGGA WAGGA,2002,93614,4687,166980,1720129,367.0
