,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
31,ADELAIDE,ALICE SPRINGS,2015,93680,863,134274,1135708,1316.0
70,ADELAIDE,BRISBANE,2015,792810,6622,1049675,10740884,1622.0
111,ADELAIDE,CANBERRA,2015,169998,1798,250141,1747656,972.0
170,ADELAIDE,GOLD COAST,2015,219360,1590,280933,2555130,1607.0
212,ADELAIDE,MELBOURNE,2015,2310950,19083,2965604,12270369,643.0
251,ADELAIDE,PERTH,2015,610983,5707,809518,12098840,2120.0
280,ADELAIDE,PORT LINCOLN,2015,185808,7314,298013,1799244,246.0
319,ADELAIDE,SYDNEY,2015,1831458,14304,2339510,16692768,1167.0
358,ALBURY,SYDNEY,2015,216965,6009,335540,2716068,452.0
387,ALICE SPRINGS,DARWIN,2015,100350,1378,170938,1798290,1305.0
402,ALICE SPRINGS,MELBOURNE,2015,0,0,0,0,
441,ALICE SPRINGS,SYDNEY,2015,0,0,0,0,
450,ARMIDALE,SYDNEY,2015,124509,4826,204699,1843532,382.0
463,AYERS ROCK,SYDNEY,2015,159449,1385,207770,3020685,2181.0
492,BALLINA,SYDNEY,2015,358444,3020,439330,1848240,612.0
531,BRISBANE,CAIRNS,2015,1306425,9942,1575693,13829322,1391.0
570,BRISBANE,CANBERRA,2015,558235,5986,750136,5722616,956.0
609,BRISBANE,DARWIN,2015,396204,3032,512187,8647264,2852.0
620,BRISBANE,EMERALD,2015,212385,5489,394088,3584317,653.0
632,BRISBANE,GLADSTONE,2015,405192,8300,711528,3602200,434.0
661,BRISBANE,HAMILTON ISLAND,2015,131839,1212,165062,1076256,888.0
685,BRISBANE,HOBART,2015,198186,1417,240629,2537847,1791.0
727,BRISBANE,MACKAY,2015,695599,7908,999084,6302676,797.0
766,BRISBANE,MELBOURNE,2015,3353756,26100,4333326,36044100,1381.0
776,BRISBANE,MORANBAH,2015,138804,4294,303305,3349320,780.0
787,BRISBANE,MOUNT ISA,2015,129080,1935,259120,3043755,1573.0
816,BRISBANE,NEWCASTLE,2015,543738,5806,697276,3564884,614.0
855,BRISBANE,PERTH,2015,1007842,5667,1246400,20486205,3615.0
894,BRISBANE,PROSERPINE,2015,238505,1942,304097,1738090,895.0
933,BRISBANE,ROCKHAMPTON,2015,587781,9716,817446,5032888,518.0
972,BRISBANE,SYDNEY,2015,4475930,35415,5602508,26667495,753.0
1011,BRISBANE,TOWNSVILLE,2015,965302,9103,1340664,10122536,1112.0
1050,BROOME,PERTH,2015,302860,3199,419166,5364723,1677.0
1060,BUNDABERG,BRISBANE,2015,158722,4004,246476,1149148,287.0
1100,CAIRNS,MELBOURNE,2015,770578,4929,919446,11390919,2311.0
1139,CAIRNS,SYDNEY,2015,1032841,7220,1235600,14230620,1971.0
1168,CAIRNS,TOWNSVILLE,2015,71526,2556,150850,725904,284.0
1210,CANBERRA,MELBOURNE,2015,984411,10588,1380678,4976360,470.0
1249,CANBERRA,SYDNEY,2015,947165,17837,1365368,4209532,236.0
1288,COFFS HARBOUR,SYDNEY,2015,335091,5324,444345,2358532,443.0
1317,DARWIN,MELBOURNE,2015,279461,2077,354307,6503087,3131.0
1331,DARWIN,PERTH,2015,184619,1689,271348,4477539,2651.0
1370,DARWIN,SYDNEY,2015,319798,2572,426991,8114660,3155.0
1440,DUBBO,SYDNEY,2015,186999,6382,293305,1978420,310.0
1452,GERALDTON,PERTH,2015,117472,3224,214963,1192880,370.0
1491,GOLD COAST,SYDNEY,2015,2618482,18134,3133909,12331120,680.0
1501,HAMILTON ISLAND,MELBOURNE,2015,104695,778,135930,1528770,1965.0
1515,HAMILTON ISLAND,SYDNEY,2015,229127,1618,283713,2469068,1526.0
1564,HOBART,MELBOURNE,2015,1493327,11765,1859989,7270770,618.0
1593,HOBART,SYDNEY,2015,546342,4050,663436,4207950,1039.0
1632,KALGOORLIE,PERTH,2015,220505,3353,405935,1803914,538.0
1671,KARRATHA,PERTH,2015,599372,7768,1068079,9710000,1250.0
1710,LAUNCESTON,MELBOURNE,2015,880865,8911,1169745,4241636,476.0
1739,LAUNCESTON,SYDNEY,2015,287685,2082,360431,1902948,914.0
1812,MELBOURNE,GOLD COAST,2015,1812278,11647,2169813,15490510,1330.0
1851,MELBOURNE,MILDURA,2015,196879,4749,303393,2170293,457.0
1885,MELBOURNE,NEWCASTLE,2015,443026,3141,553666,2625876,836.0
1924,MELBOURNE,PERTH,2015,2138861,12235,2762558,33107910,2706.0
1963,MELBOURNE,SYDNEY,2015,8613172,60090,10588670,42423540,706.0
1991,PERTH,NEWMAN,2015,330291,4407,638864,4490733,1019.0
2020,PERTH,PORT HEDLAND,2015,390204,4819,725081,6322528,1312.0
2059,PERTH,SYDNEY,2015,1761024,9148,2240744,30042032,3284.0
2074,PORT MACQUARIE,SYDNEY,2015,185279,4623,267787,1483983,321.0
2118,SUNSHINE COAST,MELBOURNE,2015,405973,2664,474358,3873456,1454.0
2157,SUNSHINE COAST,SYDNEY,2015,481807,3267,581144,2734479,837.0
2165,SYDNEY,TAMWORTH,2015,95389,2482,152779,794240,320.0
2204,SYDNEY,TOWNSVILLE,2015,166774,1368,213777,2311920,1690.0
2243,SYDNEY,WAGGA WAGGA,2015,184241,5638,289725,2069146,367.0
