,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
21,ADELAIDE,ALICE SPRINGS,2005,94972,795,123791,1046220,1316.0
60,ADELAIDE,BRISBANE,2005,537120,4557,714265,7391454,1622.0
101,ADELAIDE,CANBERRA,2005,191644,1894,267864,1840968,972.0
160,ADELAIDE,GOLD COAST,2005,168266,1469,219542,2360683,1607.0
202,ADELAIDE,MELBOURNE,2005,1812947,15783,2413895,10148469,643.0
241,ADELAIDE,PERTH,2005,481191,3764,568077,7979680,2120.0
270,ADELAIDE,PORT LINCOLN,2005,131625,6134,196128,1508964,246.0
309,ADELAIDE,SYDNEY,2005,1319427,11613,1698436,13552371,1167.0
348,ALBURY,SYDNEY,2005,143921,5272,214185,2382944,452.0
431,ALICE SPRINGS,SYDNEY,2005,0,0,0,0,
482,BALLINA,SYDNEY,2005,227867,4509,297755,2759508,612.0
521,BRISBANE,CAIRNS,2005,1046111,7672,1282329,10671752,1391.0
560,BRISBANE,CANBERRA,2005,528806,4982,721269,4762792,956.0
599,BRISBANE,DARWIN,2005,269706,1947,336226,5552844,2852.0
651,BRISBANE,HAMILTON ISLAND,2005,121393,1300,183460,1154400,888.0
675,BRISBANE,HOBART,2005,153802,1331,210891,2383821,1791.0
717,BRISBANE,MACKAY,2005,527692,5169,687348,4119693,797.0
756,BRISBANE,MELBOURNE,2005,2488527,20566,3141264,28401646,1381.0
806,BRISBANE,NEWCASTLE,2005,309685,4139,395985,2541346,614.0
845,BRISBANE,PERTH,2005,421299,2525,483088,9127875,3615.0
884,BRISBANE,PROSERPINE,2005,174982,1479,213759,1323705,895.0
923,BRISBANE,ROCKHAMPTON,2005,520527,8594,716995,4451692,518.0
962,BRISBANE,SYDNEY,2005,3761728,28093,4841443,21154029,753.0
1001,BRISBANE,TOWNSVILLE,2005,730241,6529,929362,7260248,1112.0
1040,BROOME,PERTH,2005,219865,2619,317854,4392063,1677.0
1090,CAIRNS,MELBOURNE,2005,408517,3126,523988,7224186,2311.0
1129,CAIRNS,SYDNEY,2005,933695,6085,1199937,11993535,1971.0
1158,CAIRNS,TOWNSVILLE,2005,119416,5848,170536,1660832,284.0
1200,CANBERRA,MELBOURNE,2005,884582,10747,1205827,5051090,470.0
1239,CANBERRA,SYDNEY,2005,777793,16110,1088357,3801960,236.0
1278,COFFS HARBOUR,SYDNEY,2005,282576,5491,390692,2432513,443.0
1307,DARWIN,MELBOURNE,2005,110126,1066,144786,3337646,3131.0
1360,DARWIN,SYDNEY,2005,149179,969,191839,3057195,3155.0
1399,DEVONPORT,MELBOURNE,2005,81408,3244,128096,1336528,412.0
1430,DUBBO,SYDNEY,2005,155532,7908,247487,2451480,310.0
1481,GOLD COAST,SYDNEY,2005,1819812,13622,2245253,9262960,680.0
1523,HERVEY BAY,SYDNEY,2005,47587,365,59048,355145,973.0
1554,HOBART,MELBOURNE,2005,965575,8225,1253933,5083050,618.0
1583,HOBART,SYDNEY,2005,401273,3982,592503,4137298,1039.0
1622,KALGOORLIE,PERTH,2005,187606,3134,298972,1686092,538.0
1661,KARRATHA,PERTH,2005,239094,3126,358443,3907500,1250.0
1700,LAUNCESTON,MELBOURNE,2005,644670,7054,906961,3357704,476.0
1729,LAUNCESTON,SYDNEY,2005,163113,1583,222904,1446862,914.0
1771,MELBOURNE,BURNIE,2005,66696,3209,112419,1213002,378.0
1802,MELBOURNE,GOLD COAST,2005,1107141,8298,1371680,11036340,1330.0
1841,MELBOURNE,MILDURA,2005,135507,5236,189028,2392852,457.0
1875,MELBOURNE,NEWCASTLE,2005,292584,4096,377206,3424256,836.0
1914,MELBOURNE,PERTH,2005,1269811,8182,1513797,22140492,2706.0
1953,MELBOURNE,SYDNEY,2005,6218503,40931,8049342,28897286,706.0
2010,PERTH,PORT HEDLAND,2005,102943,1902,173515,2495424,1312.0
2049,PERTH,SYDNEY,2005,1125619,6003,1329098,19713852,3284.0
2108,SUNSHINE COAST,MELBOURNE,2005,357651,2950,459858,4289300,1454.0
2147,SUNSHINE COAST,SYDNEY,2005,400336,3111,507970,2603907,837.0
2194,SYDNEY,TOWNSVILLE,2005,152371,1420,214020,2399800,1690.0
2233,SYDNEY,WAGGA WAGGA,2005,137407,5644,196768,2071348,367.0
