,City1,City2,Year,Passenger_Trips,Aircraft_Trips,Seats,Total Distance_(km),City Distance_(km)
2,ADELAIDE,ALICE SPRINGS,1986,179639,1480,221362,1947680,1316.0
41,ADELAIDE,BRISBANE,1986,48209,542,62707,879124,1622.0
82,ADELAIDE,CANBERRA,1986,28866,361,41591,350892,972.0
121,ADELAIDE,DARWIN,1986,18575,213,30722,557847,2619.0
144,ADELAIDE,GOLD COAST,1986,14942,186,20808,298902,1607.0
183,ADELAIDE,MELBOURNE,1986,753383,8033,1055457,5165219,643.0
222,ADELAIDE,PERTH,1986,216385,1848,275180,3917760,2120.0
290,ADELAIDE,SYDNEY,1986,466016,4478,594774,5225826,1167.0
329,ALBURY,SYDNEY,1986,158965,3545,209765,1602340,452.0
368,ALICE SPRINGS,DARWIN,1986,141415,1569,230223,2047545,1305.0
412,ALICE SPRINGS,SYDNEY,1986,67838,726,94376,1467972,2022.0
502,BRISBANE,CAIRNS,1986,56060,754,74028,1048814,1391.0
541,BRISBANE,CANBERRA,1986,4616,72,7451,68832,956.0
580,BRISBANE,DARWIN,1986,32363,303,46888,864156,2852.0
698,BRISBANE,MACKAY,1986,26207,489,38391,389733,797.0
737,BRISBANE,MELBOURNE,1986,392890,4144,501461,5722864,1381.0
826,BRISBANE,PERTH,1986,2704,30,4416,108450,3615.0
865,BRISBANE,PROSERPINE,1986,53456,856,86998,766120,895.0
904,BRISBANE,ROCKHAMPTON,1986,262735,3614,356845,1872052,518.0
943,BRISBANE,SYDNEY,1986,1284221,12026,1753943,9055578,753.0
982,BRISBANE,TOWNSVILLE,1986,443577,4633,517154,5151896,1112.0
1021,BROOME,PERTH,1986,10562,181,12843,303537,1677.0
1071,CAIRNS,MELBOURNE,1986,1476,19,2113,43909,2311.0
1110,CAIRNS,SYDNEY,1986,29663,299,38814,589329,1971.0
1181,CANBERRA,MELBOURNE,1986,388159,6056,628185,2846320,470.0
1220,CANBERRA,SYDNEY,1986,593403,11257,974020,2656652,236.0
1259,COFFS HARBOUR,SYDNEY,1986,76663,2016,102895,893088,443.0
1341,DARWIN,SYDNEY,1986,9247,111,16019,350205,3155.0
1380,DEVONPORT,MELBOURNE,1986,140663,4487,209494,1848644,412.0
1411,DUBBO,SYDNEY,1986,68801,1872,96712,580320,310.0
1462,GOLD COAST,SYDNEY,1986,536320,5905,687232,4015400,680.0
1535,HOBART,MELBOURNE,1986,280784,3754,395263,2319972,618.0
1603,KALGOORLIE,PERTH,1986,85303,2773,118763,1491874,538.0
1642,KARRATHA,PERTH,1986,141204,2809,196519,3511250,1250.0
1681,LAUNCESTON,MELBOURNE,1986,375369,7012,554118,3337712,476.0
1752,MELBOURNE,BURNIE,1986,68536,2560,103609,967680,378.0
1783,MELBOURNE,GOLD COAST,1986,227699,1877,279509,2496410,1330.0
1822,MELBOURNE,MILDURA,1986,49161,3613,95733,1651141,457.0
1861,MELBOURNE,NEWCASTLE,1986,0,1,0,836,836.0
1895,MELBOURNE,PERTH,1986,353116,3474,457115,9400644,2706.0
1934,MELBOURNE,SYDNEY,1986,2108030,18838,3005028,13299628,706.0
2030,PERTH,SYDNEY,1986,215413,1741,271540,5717444,3284.0
2089,SUNSHINE COAST,MELBOURNE,1986,16000,365,23549,530710,1454.0
2128,SUNSHINE COAST,SYDNEY,1986,63193,1457,91822,1219509,837.0
2175,SYDNEY,TOWNSVILLE,1986,76972,865,91370,1461850,1690.0
2214,SYDNEY,WAGGA WAGGA,1986,65482,1926,100106,706842,367.0
